CourseCode,Experience,Improvement,Interesting,Practical,FairGradingCourse,GainedNewSkills,ManageableWorkloadCourse,FirstName,LastName,CourseDescription,CreatedAt
CS106,"An interesting course that broke away from the usual math & programming courses. Interesting to learn more about the hardware we use on a daily basis and lab sessions with the microbit were engaging. However, some concepts may be harder to grasp for some without prior knowledge regarding this topic.",-,True,False,False,True,True,Anonymous,,"CS106 is an introductory course in computer architecture. It aims to develop an understanding of the hardware environment upon which computing is based, and the interface it provides to higher software layers. The course also introduces basic architectures and hardware-software interfaces of embedded systems. Students will understand a computer system's functional components, their characteristics, and interactions, and acquire hands-on experiences on embedded system programming.Knowledge and experience on C programming is required.",2021-06-27T22:58:58+08:00
CS106,It was a really content heavy course with many concepts to memorize. There was almost weekly graded quizzes and the topics taught we built upon each other. Very technical module in summary but it was preassigned.,-,False,False,False,False,False,Anonymous,,"CS106 is an introductory course in computer architecture. It aims to develop an understanding of the hardware environment upon which computing is based, and the interface it provides to higher software layers. The course also introduces basic architectures and hardware-software interfaces of embedded systems. Students will understand a computer system's functional components, their characteristics, and interactions, and acquire hands-on experiences on embedded system programming.Knowledge and experience on C programming is required.",2021-06-27T22:21:17+08:00
CS206,"Teaches basic concepts in economic stuff but which relates to software development/management practices. Really interesting for someone who wants to learn how the technology industry market works. Workload quite doable, mid term is 2 hr mcq and short answers, while finals is 1 week take home assignment. There is a group project where you are allowed to create any project you want as long as it's sellable.",Vague grading rubrics.,True,False,False,False,True,Anonymous,,"This course introduces students to the core concepts and skills underlying successful software product management. Students will learn about the distinct characteristics of software products vis-à-vis other industrial artefacts, and how these characteristics can be leveraged in managing the software product life cycle. With an emphasis on the elements of the software product management framework, students will acquire hands-on product management skills through classroom instruction, term projects, and presentations.",2021-06-22T09:26:24Z
CS301,"This is arguably one of the best modules to take in IS if you want to pursue a technical route. Teaches you a lot of valuable skills and knowledge used in the industry, with projects typically reflecting real-life scenarios that require practical skills. Professor Ouh is also very good at teaching and keeping class fun and interesting, and always available to answer any questions.","Listen in class, explore the topics outside of classtime",True,True,True,True,False,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2022-10-29T17:50:33+08:00
CS301,"Taken in 2020 Term 2, industry partner - Ascenda Loyalty - Free access to AWS Educate to self-learn AWS at own pace - Weekly exercises - manageable - Design Patterns 5% - Fun stuff but this is where a background in Java is useful. Taking OOP before/during your ITSA sem will help a lot.  Project is where you would likely need want to bid with a group.","Less spam in the Official class group chat, as it might cause some students to miss important deadlines. AWS SAA Cert claiming instructions should be sent in an email instead of spamming chat.",True,True,True,True,True,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2021-07-06T01:29:44+08:00
CS301,"Really good! This mod teaches you about different needs for different type of architectures of a system, think it's very useful for software engineers! This mod also provides you to get an AWS certificate, which you can flex in linkedin ;) But overall, great course taught by a great prof too!",NIL,True,True,True,True,True,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2021-06-27T23:35:11+08:00
CS301,"Best module in SMU SIS hands down. The most relevant to industry practice, especially cloud and one which I'm so glad to take! Though some may fear that the final exam is an advanced AWS solutions architect certification, I have no regrets picking it up because I used the knowledge gained for my internships.",probably share some project management and devops tools to try out in a list!,True,True,True,True,True,Ding Yang,Wan,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2021-06-27T22:46:59+08:00
CS301,"Very good software design patterns introduced that could be adopted in future IT projects. AWS certification teaches you to deploy a scalable, maintainable and secure architecture on the cloud for your applications.",-,True,True,True,True,False,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2021-06-24T10:56:00+08:00
CS301,"Good module overall, has good breadth and depth, touching on design principles and different cloud technologies... now also have SMU-X, able to learn how to manage sponsor requirements and handle them appropriately, can get internship too :D certificate for AWS Solutions Architect is also very useful... if you want to do well, class participation is super important, especially that bump for A- to A or A to A+ :"")","Project is a little heavy, every group puts in a lot of work so have to learn and explore more on AWS and leverage cloud services to meet the sponsor requirements, other than that, the tests and assignments are manageable",True,True,True,True,False,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2021-06-24T00:12:55+08:00
CS301,Real-world experience with clients + certificate test is super helpful for resume and future use.,Workload might be too much. Project has lots to do + cert test requires lots of time to prep,True,True,True,True,False,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2021-06-21T22:41:05+08:00
CS301,"You'll learn how to actually build and deploy performant, scalable and secure applications on cloud instead of usual proof-of-concept or prototype in your other IS projects.",,True,True,True,True,True,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2021-03-29T16:19:36+08:00
CS301,"This used to be called Architectural Analysis. Taking this mod will help you understand how scalable computing systems work, which is how every large tech company out there works. Things like load balancing, redundancy, active/passive failovers are daily lingo in places like AWS. Thinking of working in any company that uses cloud computing? This module is vital in giving you the foundational knowledge.   I recommend moving on to professional certifications after you take this module - there are such certifications from the biggest cloud players. They will improve your employability!",,True,True,True,True,True,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2019-10-31T11:11:36+08:00
CS301,"I took the older Architectural Analysis Module. It was a good module which teaches you how to architect IT solutions better. The concurrency part however was really tough. You have to make sure you thoroughly understand the concepts. If you are planning to do IT Consulting, this module would teach you some valuable concepts.",,True,True,True,True,True,Anonymous,,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives.  It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts.  By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project.It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course.",2019-06-30T18:23:54+08:00
CS420,"Concepts are interesting - they introduce different topics from Naive Bayes to Reinforcement Learning so it helps you decide what parts of AI you like and want to take other modules on. Quizzes are manageable, assignments take some time to do, finals is difficult",Try to get full marks-ish for the assignments because the finals are really long and difficult,True,True,True,False,False,Anonymous,,"Artificial Intelligence (Artificial Intelligence) aims to augment or substitute human intelligence in solving complex real world decision making problems. This is a breadth course that will equip students with core concepts and practical know-how to build basic AI applications that impact business and society. Specifically, we will cover search (e.g., to schedule meetings between different people with different preferences), probabilistic graphical models (e.g. to build an AI bot that evaluates whether credit card fraud has happened based on transactions), planning and learning under uncertainty (e.g., to build AI systems that guide doctors in recommending medicines for patients or taxi drivers to ""right"" places at the ""right"" times to earn more revenue), multi-agent systems (e.g., to build next generation patrolling systems for critical infrastructure security), image processing (e.g. to build systems that track and/or recognize suspicious people) and natural language processing (e.g., to build chat bots that can automatically and intelligently interact with customers in different service industries).",2022-09-02T13:17:36Z
CS420,"I find the contents too difficult to understand especially if you are very weak in probability. Not enough practices were given to prepare us for quizzes or assignments. It is like taking CT but 3x the difficulty. Some concepts from CT apply here which is a plus, but other than that it was too draining to study for this module.","I hope that more practices will be provided for future cohorts. Some examples in the slides lack answers as well, which really doesn't aid in studying",False,False,False,True,False,Anonymous,,"Artificial Intelligence (Artificial Intelligence) aims to augment or substitute human intelligence in solving complex real world decision making problems. This is a breadth course that will equip students with core concepts and practical know-how to build basic AI applications that impact business and society. Specifically, we will cover search (e.g., to schedule meetings between different people with different preferences), probabilistic graphical models (e.g. to build an AI bot that evaluates whether credit card fraud has happened based on transactions), planning and learning under uncertainty (e.g., to build AI systems that guide doctors in recommending medicines for patients or taxi drivers to ""right"" places at the ""right"" times to earn more revenue), multi-agent systems (e.g., to build next generation patrolling systems for critical infrastructure security), image processing (e.g. to build systems that track and/or recognize suspicious people) and natural language processing (e.g., to build chat bots that can automatically and intelligently interact with customers in different service industries).",2021-11-08T17:21:07+08:00
CS420,"Recommend taking this course first before starting on another track course, if you're in the AI track. Prof Pradeep is engaging during his class and does make an effort to take some time to recap the previous lesson, which is really helpful. You should be comfortable with coding by now (Python) - you will be expected to quickly build programs (like a blackjack game) to base your AI agent on as part of assignments (which is not something taught in class). You would also need to have decent math and stats fundamentals. This is a good course to find out what you like and help you choose your other 3 AI track courses.","Definitely need more exercise questions with answers. There is not enough practice questions to prepare for the exams. Some questions do not have a model answer, which can be frustrating when you are not sure where you go wrong.",True,True,True,True,False,Anonymous,,"Artificial Intelligence (Artificial Intelligence) aims to augment or substitute human intelligence in solving complex real world decision making problems. This is a breadth course that will equip students with core concepts and practical know-how to build basic AI applications that impact business and society. Specifically, we will cover search (e.g., to schedule meetings between different people with different preferences), probabilistic graphical models (e.g. to build an AI bot that evaluates whether credit card fraud has happened based on transactions), planning and learning under uncertainty (e.g., to build AI systems that guide doctors in recommending medicines for patients or taxi drivers to ""right"" places at the ""right"" times to earn more revenue), multi-agent systems (e.g., to build next generation patrolling systems for critical infrastructure security), image processing (e.g. to build systems that track and/or recognize suspicious people) and natural language processing (e.g., to build chat bots that can automatically and intelligently interact with customers in different service industries).",2021-06-28T00:41:57+08:00
CS420,"This was a really interesting class that gave a very good introduction to the field of AI. Those who are still unsure if they should take AI can take this course, to get a good idea of what to expect! Exams/Quizzes are of reasonable difficulty, assignments are very heavy and difficult but really help to reinforce the concepts learnt in class.","NIL, thought that there was adequate guidance and resources provided along the way.",True,True,False,True,False,Anonymous,,"Artificial Intelligence (Artificial Intelligence) aims to augment or substitute human intelligence in solving complex real world decision making problems. This is a breadth course that will equip students with core concepts and practical know-how to build basic AI applications that impact business and society. Specifically, we will cover search (e.g., to schedule meetings between different people with different preferences), probabilistic graphical models (e.g. to build an AI bot that evaluates whether credit card fraud has happened based on transactions), planning and learning under uncertainty (e.g., to build AI systems that guide doctors in recommending medicines for patients or taxi drivers to ""right"" places at the ""right"" times to earn more revenue), multi-agent systems (e.g., to build next generation patrolling systems for critical infrastructure security), image processing (e.g. to build systems that track and/or recognize suspicious people) and natural language processing (e.g., to build chat bots that can automatically and intelligently interact with customers in different service industries).",2021-06-21T22:18:39+08:00
CS420,"Amazing prof. The class ranged from basic Probabilities, to Bayesian Networks (some lameass model), to tensor flow, and RL. And the assignment basically force you to try everyone of them. Legit learnt a lot.",,True,True,True,True,True,Anonymous,,"Artificial Intelligence (Artificial Intelligence) aims to augment or substitute human intelligence in solving complex real world decision making problems. This is a breadth course that will equip students with core concepts and practical know-how to build basic AI applications that impact business and society. Specifically, we will cover search (e.g., to schedule meetings between different people with different preferences), probabilistic graphical models (e.g. to build an AI bot that evaluates whether credit card fraud has happened based on transactions), planning and learning under uncertainty (e.g., to build AI systems that guide doctors in recommending medicines for patients or taxi drivers to ""right"" places at the ""right"" times to earn more revenue), multi-agent systems (e.g., to build next generation patrolling systems for critical infrastructure security), image processing (e.g. to build systems that track and/or recognize suspicious people) and natural language processing (e.g., to build chat bots that can automatically and intelligently interact with customers in different service industries).",2021-04-24T19:30:05+08:00
CS420,"This module is very useful if you are in AI track, it covers everything from the things you will learn in your elective. The learning curve is steep but it's manageable once you get the concept. But the finals are tough, try to score well for your assignments and quiz",,False,True,False,True,True,Anonymous,,"Artificial Intelligence (Artificial Intelligence) aims to augment or substitute human intelligence in solving complex real world decision making problems. This is a breadth course that will equip students with core concepts and practical know-how to build basic AI applications that impact business and society. Specifically, we will cover search (e.g., to schedule meetings between different people with different preferences), probabilistic graphical models (e.g. to build an AI bot that evaluates whether credit card fraud has happened based on transactions), planning and learning under uncertainty (e.g., to build AI systems that guide doctors in recommending medicines for patients or taxi drivers to ""right"" places at the ""right"" times to earn more revenue), multi-agent systems (e.g., to build next generation patrolling systems for critical infrastructure security), image processing (e.g. to build systems that track and/or recognize suspicious people) and natural language processing (e.g., to build chat bots that can automatically and intelligently interact with customers in different service industries).",2020-11-15T16:47:01+08:00
CS421,Most useful module i took in SMU but the learning curve can be steep if this is the first few analytics module that you are taking as it involves a lot of mathematics and knowledge about analytics. The exam is also relatively difficult with many questions and little time to do but overall very useful module whether you are taking Artifical Intelligence or Business Analytics as your major,Can have more hands-on practice,True,True,True,True,True,Anonymous,,"Machine Learning is one of the fundamental subjects in the field of Artificial Intelligence. Machine Learning is concerned with computer programs that automatically improve their performance through experience (e.g., learning to recognize image or speech, classify text documents, detect credit card frauds, or drive autonomous vehicles).  This course covers both fundamental theory and practical algorithms for machine learning from a variety of perspectives. It includes a range of topics, from supervised learning (such as classification and regression) to unsupervised learning (such as clustering), and from traditional (shallow) learning (such as support vector machine) to recent state-of-the-art deep learning methods. The course is intended to prepare students for basic understanding of machine learning fundamentals and equip students with capability of applied machine learning techniques for real applications.Students are strongly encouraged to have proficiency in IS103 Computational Thinking prior to reading this course.  NOTE: While this is an introduction course, it is a technical course and it is highly recommended that students are proficient in programming, probabilities, statistics and linear algebra (e.g., CS103 Linear Algebra for Computing Applications, CS105 Statistical Thinking for Data Science, CS201 Data Structures and Algorithms and CS202 Design and Analysis of Algorithms).",2021-11-02T02:52:34Z
CS421,"Really good experience taking this mod. Learned a lot with regards to machine learning. Although it only covers the basic concepts of it, it was really interesting and a great introduction to machine learning!",More labs!,True,True,False,False,False,Anonymous,,"Machine Learning is one of the fundamental subjects in the field of Artificial Intelligence. Machine Learning is concerned with computer programs that automatically improve their performance through experience (e.g., learning to recognize image or speech, classify text documents, detect credit card frauds, or drive autonomous vehicles).  This course covers both fundamental theory and practical algorithms for machine learning from a variety of perspectives. It includes a range of topics, from supervised learning (such as classification and regression) to unsupervised learning (such as clustering), and from traditional (shallow) learning (such as support vector machine) to recent state-of-the-art deep learning methods. The course is intended to prepare students for basic understanding of machine learning fundamentals and equip students with capability of applied machine learning techniques for real applications.Students are strongly encouraged to have proficiency in IS103 Computational Thinking prior to reading this course.  NOTE: While this is an introduction course, it is a technical course and it is highly recommended that students are proficient in programming, probabilities, statistics and linear algebra (e.g., CS103 Linear Algebra for Computing Applications, CS105 Statistical Thinking for Data Science, CS201 Data Structures and Algorithms and CS202 Design and Analysis of Algorithms).",2021-08-18T17:06:27+08:00
CS421,A bit more calculations to learn and do as compared to DM but once you understand it you will do fine! It would help if you take DM first before ML since ML is a bit more difficult or you can also take it concurrently if you think you can handle learning a few more calculations.,None that I can think of right now since the prof was super friendly and helpful :),False,False,False,False,False,Anonymous,,"Machine Learning is one of the fundamental subjects in the field of Artificial Intelligence. Machine Learning is concerned with computer programs that automatically improve their performance through experience (e.g., learning to recognize image or speech, classify text documents, detect credit card frauds, or drive autonomous vehicles).  This course covers both fundamental theory and practical algorithms for machine learning from a variety of perspectives. It includes a range of topics, from supervised learning (such as classification and regression) to unsupervised learning (such as clustering), and from traditional (shallow) learning (such as support vector machine) to recent state-of-the-art deep learning methods. The course is intended to prepare students for basic understanding of machine learning fundamentals and equip students with capability of applied machine learning techniques for real applications.Students are strongly encouraged to have proficiency in IS103 Computational Thinking prior to reading this course.  NOTE: While this is an introduction course, it is a technical course and it is highly recommended that students are proficient in programming, probabilities, statistics and linear algebra (e.g., CS103 Linear Algebra for Computing Applications, CS105 Statistical Thinking for Data Science, CS201 Data Structures and Algorithms and CS202 Design and Analysis of Algorithms).",2021-06-29T12:13:14+08:00
CS421,"I wouldnt call this module introductory. If you go in with just analytics foundation experience, you will find this mod a struggle. The content is very math heavy.",,True,True,True,True,True,Anonymous,,"Machine Learning is one of the fundamental subjects in the field of Artificial Intelligence. Machine Learning is concerned with computer programs that automatically improve their performance through experience (e.g., learning to recognize image or speech, classify text documents, detect credit card frauds, or drive autonomous vehicles).  This course covers both fundamental theory and practical algorithms for machine learning from a variety of perspectives. It includes a range of topics, from supervised learning (such as classification and regression) to unsupervised learning (such as clustering), and from traditional (shallow) learning (such as support vector machine) to recent state-of-the-art deep learning methods. The course is intended to prepare students for basic understanding of machine learning fundamentals and equip students with capability of applied machine learning techniques for real applications.Students are strongly encouraged to have proficiency in IS103 Computational Thinking prior to reading this course.  NOTE: While this is an introduction course, it is a technical course and it is highly recommended that students are proficient in programming, probabilities, statistics and linear algebra (e.g., CS103 Linear Algebra for Computing Applications, CS105 Statistical Thinking for Data Science, CS201 Data Structures and Algorithms and CS202 Design and Analysis of Algorithms).",2021-04-25T09:15:16+08:00
CS421,This module is quite statistics-based and it would be helpful that students have some knowledge of calculus when she goes through the concept of forward and backward propagation.  Overall the module is challenging and is not for the faint-hearted..,,False,False,False,False,False,Anonymous,,"Machine Learning is one of the fundamental subjects in the field of Artificial Intelligence. Machine Learning is concerned with computer programs that automatically improve their performance through experience (e.g., learning to recognize image or speech, classify text documents, detect credit card frauds, or drive autonomous vehicles).  This course covers both fundamental theory and practical algorithms for machine learning from a variety of perspectives. It includes a range of topics, from supervised learning (such as classification and regression) to unsupervised learning (such as clustering), and from traditional (shallow) learning (such as support vector machine) to recent state-of-the-art deep learning methods. The course is intended to prepare students for basic understanding of machine learning fundamentals and equip students with capability of applied machine learning techniques for real applications.Students are strongly encouraged to have proficiency in IS103 Computational Thinking prior to reading this course.  NOTE: While this is an introduction course, it is a technical course and it is highly recommended that students are proficient in programming, probabilities, statistics and linear algebra (e.g., CS103 Linear Algebra for Computing Applications, CS105 Statistical Thinking for Data Science, CS201 Data Structures and Algorithms and CS202 Design and Analysis of Algorithms).",2021-02-22T17:55:56+08:00
CS424,"You will learn alot from this module, but be prepared to camp in school because you would need GPU to run the assignment and Google Colab GPU is not that powerful to handle the dataset.",,False,False,False,False,False,Anonymous,,"When we see a table, we  vividly perceive it as an object in the class of tables.  However, computers only see a bunch of pixels. Image perception is the task of getting computers to see in a human like manner. To achieve this, researchers have pooled techniques and results from a large variety of different fields.This course introduces the mathematical tools and concepts underlying image perception. These include deep learning, linear algebra, statistics and multi-view geometry. The goal is to get students comfortable with utilizing and interpreting the results of state-of-art machine learning techniques. At the end of the course, students should be aware of what can be achieved by current visual perception techniques, how to achieve it and what the limitations of these techniques are. Students are expected to have a good mathematical foundation and programing skills. Foundational Mathematical Courses (i.e., CS103 or CS105) will be an advantage but are not insisted on. The primary programing language of the course is python.",2020-11-15T16:28:02+08:00
CS426,"Prof is generally fair, and mostly helpful in answering questions promptly (via piazza). This class involves quite abit of coding (Netlogo) while touching across a broad array of topics, from search algorithms to game theory. Those without background for the later topics (esp game theory) might find the learning curve steep. This is balanced out with the quiz being open book, and there being no exam. Quizzes includes coding as well. However, project work can be quite heavy or light, depending on your scope (It is pretty much an open topic for project). It does help to keep your project scope manageable (easier to code and find data/facts on). Start early, and the project should be pretty manageable. .",Feedback could be elaborated more - sometimes its unclear where you went wrong in assignments.,True,False,False,True,True,Anonymous,,"In this course, we introduce agent-based modeling and simulation (ABMS) as an approach for studying complex business and social processes. With examples from domains such as transportation, economics, finance, and urban planning, we show how ABMS can help us better understand complex business and social phenomena. ABMS systems are particularly powerful if we want to describe a system populated by many independent and heterogeneous decision makers (who can be collaborators or competitors). ABMS systems can also be used in performing policy evaluations and generating decision supports, as we can then computationally test how changes in parameters at different levels would affect various performance indicators. Besides covering theoretic foundations of ABMS, we focus heavily on hands-on learning as well. In particular, we will expose students to NetLogo, an intuitive yet powerful modeling language for building ABMS systems. We will be learning NetLogo by building several classical ABMS examples incrementally in class. Objectives Upon successful completion of this course, a student will be able to: • Understand what is an ABMS. • Evaluate the pros and cons of using an ABMS system in describing selected real-world phenomena. • Utilize ABMS systems in policy/strategy evaluations. • Appreciate the importance of considering uncertainty and opponent modeling when designing strategic, tactic, and operational policies. • Complete the full cycle of building an ABMS system using the NetLogo programming language:  o Design an ABMS system with a proper level of granularity and fidelity (defining agents and means of communications).  o Validate and calibrate the built ABMS.   o Interpret the outcome of the ABMS system.",2021-06-28T00:08:10+08:00
CS440,"Provides me with all the fundamentals such as public key security, certification processes and basic web security.",,True,True,True,True,True,Anonymous,,"The Foundations of Cybersecurity course provides fundamental knowledge and technical skills for protecting computing and networking systems against various cyber-attacks. Topics covered include cryptographic algorithms, public key infrastructure, network security, authentication, access control, web security basics, and malware basics.  Classroom instructions will be integrated with hands-on exercises and group projects.",2021-02-24T17:43:18+08:00
CS441,"This is an interesting module, but the prof just make the experience bad",,False,False,False,False,False,Anonymous,,"Built on the foundation of the Information Security and Trust course (IS302), this course draws on hard-won experience to explain the latest developments in security protocols, network security, web security, application security and industrial standards. Classroom instruction and discussion will closely integrate technical principles with real world applications such as secure e-banking, secure corporate networking, secure messaging in healthcare environment and multimedia system security. In addition, case studies will be used to demonstrate that security and trust are not only for protection of information assets, but also means of improving business operation or even starting new businesses. Besides the textbook knowledge, this course also brings to the classroom security practices in industries, e.g. Microsoft, and government agencies (e.g IRAS and CSIT).",2021-05-17T18:04:28+08:00
CS441,"Project is really difficult. Take home assignments must do some self research to score. Very very difficult to score. However, if you're in Cyber Security track, you might have to take this mod. Try to avoid if possible. Protect your grades.",,False,False,False,False,False,Anonymous,,"Built on the foundation of the Information Security and Trust course (IS302), this course draws on hard-won experience to explain the latest developments in security protocols, network security, web security, application security and industrial standards. Classroom instruction and discussion will closely integrate technical principles with real world applications such as secure e-banking, secure corporate networking, secure messaging in healthcare environment and multimedia system security. In addition, case studies will be used to demonstrate that security and trust are not only for protection of information assets, but also means of improving business operation or even starting new businesses. Besides the textbook knowledge, this course also brings to the classroom security practices in industries, e.g. Microsoft, and government agencies (e.g IRAS and CSIT).",2020-06-20T21:52:59+08:00
CS443,"Prof is good at explaining in simple terms, and very approachable: it is very easy to ask him questions either in class or through email. He will answer your questions no matter how silly it is without judgement. Grade wise it is quite daunting, as 70% of the total grade is from labs. Labs are pretty doable, I recommend trying out some scenarios that you think might come out for labs cause that helps me get through the labs with decent grades.",Content-wise the depth is not that deep. Might be more interesting to have more theories as well instead of only practice.,True,True,True,True,True,Anonymous,,"Software and systems security aims in equipping students with the fundamental concepts in software and systems security, as well as basic hands-on skills in understanding, analyzing, and protecting a software program and a computer system. Each lesson spends roughly 50% of the time on fundamental concepts (lecturing) and 50% of the time on hands-on exercises/assessments. Assessments focus on hands-on projects.",2022-06-23T12:32:43Z
CS443,"This mod is quite heavy, to be honest. You must study and review again and again. There's not many exercises to practice with also. The quizzes are dreadful because they make up the most of the weightage.",,False,True,False,True,False,Anonymous,,"Software and systems security aims in equipping students with the fundamental concepts in software and systems security, as well as basic hands-on skills in understanding, analyzing, and protecting a software program and a computer system. Each lesson spends roughly 50% of the time on fundamental concepts (lecturing) and 50% of the time on hands-on exercises/assessments. Assessments focus on hands-on projects.",2021-04-23T13:35:00+08:00
CS460,"Great introduction to CPS. Good to take to widen your tech knowledge but definitely not sufficient as an entry to CPS related career.  Class participation is actually quite crucial in this module (or maybe depending on the professor in-charge).  Theory (in some weeks) are very dry and heavy. Also, concepts can be very new to CS/IS students due to the introduction of hardware and electronical components.  Highly recommended to take under Prof Pius :)",Be shameless :) Participate in the class sharing! Buy your CPS parts early,True,True,True,True,True,Anonymous,,"Cyber-Physical Systems infuse sensing, computing, networking, and control capabilities into physical objects, breathing into them new life, new purpose, and new meaning. They are present in diverse application domains: social services, food, healthcare, transportation, environmental sustainability, and more. Cyber-Physical Systems empower global communities to create meaningful impact by addressing societal challenges, in areas such as social fabric, quality of life, and sustainability.In this foundational course, we embark on an adventure; sometimes challenging, always exciting. We learn vital theories, acquire skills, and work with tools for Cyber-Physical Systems. We discover their essential elements. We explore ways to unite the cyber and physical realms. We unleash our creative energies, our youthful idealism, and our capacity to dream, by creating visionary technology to conquer a real-world societal challenge. The adventure reaches its peak at the project showcase, where we witness the work of human hands come to fruition, leaving us inspired to reflect deeply and broadly about how we, as global citizens, can harness the power of Cyber-Physical Systems as a potent force in the service of humanity.",2022-07-05T15:07:31+08:00
CS461,"Excited to learn how to build android apps but warning you need to self learn alot depending on your project scope. Marking scheme ain't clear or quite vague, so it's hard to understand why marks lost.",Improve the marking scheme and teach more android programming stuff instead of mobile concepts,False,True,False,True,True,Anonymous,,"This course aims to introduce the concept of mobile and pervasive technologies to the students while providing hands-on experience in building such systems. The focus will be mainly on the concepts of (i) mobile/pervasive computing and application development, (ii) applications of mobile systems, (iii) context-awareness, and (iv) improving usability and efficiency of mobile applications. The course examines the outline provided above, from both technical and real-world applications, hence involves the concepts of machine learning. Students of this class will be using development tools and techniques to build mobile Applications (using Android OS) and the main focus will be on making mobile applications faster (lower-latency), more energy-efficient, smarter (context-aware) and highly usable (multimodal UIs).",2021-06-28T20:16:22+08:00
CS461,Can learn how to code in Android Studio. Good for widening of knowledge. But don't know how to score well because there isn't a marking scheme.,,False,False,False,False,False,Anonymous,,"This course aims to introduce the concept of mobile and pervasive technologies to the students while providing hands-on experience in building such systems. The focus will be mainly on the concepts of (i) mobile/pervasive computing and application development, (ii) applications of mobile systems, (iii) context-awareness, and (iv) improving usability and efficiency of mobile applications. The course examines the outline provided above, from both technical and real-world applications, hence involves the concepts of machine learning. Students of this class will be using development tools and techniques to build mobile Applications (using Android OS) and the main focus will be on making mobile applications faster (lower-latency), more energy-efficient, smarter (context-aware) and highly usable (multimodal UIs).",2020-06-20T22:08:31+08:00
